project_name,country,common_region,region_group,status,sector,capture_type,transport_type,storage_type,utilization_type,start_year,announced_year,capacity_tpa,capacity_mtpa,latitude,longitude,raw_status,raw_sector,source_file,status_standardized
Hail and Gasha CO2 Management,United Arab Emirates,Middle East,Middle East,Under construction,Fuel transformation,Full chain,,Dedicated storage,,2028,2021,1500000.0,1.5,,,Under construction,Fuel transformation,IEA-CCUS-2026.xlsx,under_construction
Genesee CCS (ALB),Canada,Canada,North America,Cancelled,Power and heat,Capture,,Dedicated storage,,2027,2021,3000000.0,3.0,,,Cancelled,Power and heat,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Gerald Gentleman Station Carbon Capture (NE),United States,United States,North America,Planned,Power and heat,Capture,,EOR,,,2013,3800000.0,3.8,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Glacial Lakes Energy Aberdeen biorefinery (SD),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,140000.0,0.14,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Glacial Lakes Energy Mina biorefinery (SD),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,400000.0,0.4,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Glacial Lakes Energy Watertown biorefinery (SD),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,372000.0,0.372,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Glacier CCS (ALB) phase 2,Canada,Canada,North America,Under construction,Power and heat,Full chain,,Dedicated storage,,2026,2021,230000.0,0.23,,,Under construction,Power and heat,IEA-CCUS-2026.xlsx,under_construction
Golden Grain Energy Mason City biorefinery (IA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,343000.0,0.343,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Gorgon CCS,Australia,Australia,Australia and New Zealand,Operational,Fuel transformation,Full chain,,Dedicated storage,,2019,2009,1600000.0,1.6,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Granite Falls biorefinery (MN),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,180000.0,0.18,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Great Plains Synfuel Plant (ND) Weyburn-Midale (SK),United States-Canada,United States-Canada,North America,Operational,Fuel transformation,Full chain,,EOR,,2000,1997,3000000.0,3.0,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Green Plains Atkinson biorefinery (NE),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,157000.0,0.157,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Green Plains Advantage Nebraska - Central City biorefinery (NE),United States,United States,North America,Operational,Fuel transformation,Capture,,Dedicated storage,,2025,2021,332000.0,0.332,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Green Plains Fairmont biorefinery (MN),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,343000.0,0.343,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Green Plains Otter Tail (Fergus Falls) biorefinery (MN),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,172000.0,0.172,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Green Plains Shenandoah biorefinery (MN),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,235000.0,0.235,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Green Plains Superior biorefinery (IA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,172000.0,0.172,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Green Plains Advantage Nebraska - Wood River biorefinery (NE),United States,United States,North America,Operational,Fuel transformation,Capture,,Dedicated storage,,2025,2021,346000.0,0.346,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Green Plains Advantage Nebraska - York biorefinery (NE),United States,United States,North America,Operational,Fuel transformation,Capture,,Dedicated storage,,2025,2021,143000.0,0.143,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
GreenGen Huaneng IGCC Project Phase III (Tianjin),People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Power and heat,Full chain,,,,2030,2011,2000000.0,2.0,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Gundih CCUS EGR,Indonesia,Indonesia,Other Asia Pacific,Planned,Fuel transformation,Full chain,,EOR,,2030,2020,300000.0,0.3,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
H21 Leeds City Gate - Teesside hydrogen,United Kingdom,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2035,2014,1500000.0,1.5,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
H2BE,Belgium,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2031,2021,1700000.0,1.7,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
H2NorthEast Phase 1,United Kingdom,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,823000.0,0.823,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
H2NorthEast Phase 2,United Kingdom,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2030,2021,1495000.0,1.495,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
H2Perth Woodside,Australia,Australia,Australia and New Zealand,Planned,Fuel transformation,Capture,,,,2029,2021,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
BP H2Teesside Phase 1,United Kingdom,Europe,Europe,Cancelled,Fuel transformation,Capture,,Dedicated storage,,2027,2021,1000000.0,1.0,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
BP H2Teesside Phase 2,United Kingdom,Europe,Europe,Cancelled,Fuel transformation,Capture,,Dedicated storage,,2030,2021,1000000.0,1.0,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Hackberry Carbon Sequestration (HCS) project at Cameron LNG (LA),United States,United States,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,,2022,2000000.0,2.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
"Heartland Greenway (IA, IL, MN, NE, SD) ",United States,United States,North America,Cancelled,CO2 T&S,Transport,,,,2025,2021,15000000.0,15.0,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
HeidelbergMaterials Brevik,Norway,Europe,Europe,Operational,Industry,Capture,,Dedicated storage,,2025,2016,400000.0,0.4,,,Operational,Industry,IEA-CCUS-2026.xlsx,operational
Heidelberg Materials LEILAC 2,Germany,Europe,Europe,Under construction,Industry,Capture,,,,2026,2021,100000.0,0.1,,,Under construction,Industry,IEA-CCUS-2026.xlsx,under_construction
Heron Lake biorefinery (MN),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,186000.0,0.186,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
HIF USA eFuels Matagorda County (TX),United States,United States,North America,Planned,DAC,CCU,,,,2027,2021,2000000.0,2.0,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Highwater Ethanol Lamberton biorefinery (MN),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,157000.0,0.157,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Carbon2Business Laegerdorf,Germany,Europe,Europe,Planned,Industry,CCU,,Use and storage,,2030,2020,1200000.0,1.2,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Homeland Energy Solutions Lawler biorefinery (IA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,572000.0,0.572,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Horizon Oil Sands (ALB),Canada,Canada,North America,Operational,Fuel transformation,CCU,,,,2017,,400000.0,0.4,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
FlagshipONE eMethanol (Hörneborgsverket CHP Örnsköldsvik),Sweden,Europe,Europe,Planned,Power and heat,CCU,,,,,2021,150000.0,0.15,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Husker Ag Plainview biorefinery (NE),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,315000.0,0.315,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
H-vision plant 1,Netherlands,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2030,2018,1300000.0,1.3,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
H-vision plant 2,Netherlands,Europe,Europe,Cancelled,Fuel transformation,Capture,,Dedicated storage,,,2018,,,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Hydrogen 2 Magnum (H2M),Netherlands,Europe,Europe,Cancelled,Fuel transformation,Capture,,Dedicated storage,,2029,2017,1300000.0,1.3,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Hydrogen Energy Supply Chain (HESC) Project Full scale (CarbonNET),Australia,Australia,Australia and New Zealand,Cancelled,Fuel transformation,Capture,,Dedicated storage,,2030,2018,1800000.0,1.8,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Hydrogen to Humber (H2H) Saltend phase 1,United Kingdom,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2032,2020,890000.0,0.89,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Illinois Clean Fuels Project (IL),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2029,2013,9700000.0,9.7,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Illinois Industrial Carbon Capture and Storage (IL),United States,United States,North America,Operational,Fuel transformation,Full chain,,Dedicated storage,,2017,2009,500000.0,0.5,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Indian Oil Corporation Koyali refinery,India,India,Other Asia Pacific,Planned,Fuel transformation,Full chain,,,,2030,2021,700000.0,0.7,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Ineos Antwerp CCS,Belgium,Europe,Europe,Planned,Industry,Capture,,,,2030,2021,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
INEOS Grangemouth refinery and hydrogen production,United Kingdom,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2030,2021,1000000.0,1.0,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Abadi LNG CCS/CCUS,Indonesia,Indonesia,Other Asia Pacific,Planned,Fuel transformation,Full chain,,,,2027,2018,2410000.0,2.41,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
"Integrated Mid-Continent Stacked Carbon Storage Hub CarbonSAFE (NB, KS)",United States,United States,North America,Cancelled,CO2 T&S,T&S,,Dedicated storage,,,2017,1900000.0,1.9,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Itochu/Petronas ammonia project (ALB),Canada,Canada,North America,Cancelled,Fuel transformation,Full chain,,Dedicated storage,,2027,2021,,,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Sukowati CO2-EOR (Jambaran Tiung Biru gas processing),Indonesia,Indonesia,Other Asia Pacific,Planned,Fuel transformation,Full chain,,EOR,,2028,2020,930000.0,0.93,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
James M Barry Electric Generating Plant CCUS (AL),United States,United States,North America,Planned,Power and heat,Capture,,,,2030,2022,500000.0,0.5,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Javelina Refinery CCS (TX),United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2021,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Sailboat Green Methanol plant Shengong petrochemical (Jiangsu),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Industry,CCU,,,,2023,2021,160000.0,0.16,,,Operational,Industry,IEA-CCUS-2026.xlsx,operational
K6 Program- Lumbres cement plant,France,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2028,2021,810000.0,0.81,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Kairos@C,Belgium,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2027,2021,1420000.0,1.42,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Karamay Dunhua methanol plant (Xinjiang),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Industry,Full chain,,EOR,,2015,,100000.0,0.1,,,Operational,Industry,IEA-CCUS-2026.xlsx,operational
Keadby 3 Carbon Capture Power Station,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2033,2020,1500000.0,1.5,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Kemper county CCUS (MS),United States,United States,North America,Decommissioned,Power and heat,Full chain,,EOR,,2017,,3000000.0,3.0,,,Decommissioned,Power and heat,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Kern River Eastridge cogeneration plant San Joaquin Valley (CA),United States,United States,North America,Planned,Power and heat,Capture,,Dedicated storage,,,2022,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
KeyState Natural Gas Synthesis (ARCH2) (PA),United States,United States,North America,Planned,Industry,Full chain,,Dedicated storage,,2028,2021,500000.0,0.5,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Kollsnes DAC facility,Norway,Europe,Europe,Cancelled,DAC,Capture,,Dedicated storage,,2027,2021,500000.0,0.5,,,Cancelled,DAC,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Korea CCS 1 & 2,South Korea,South Korea,Other Asia Pacific,Cancelled,Power and heat,Capture,,,,,2010,1000000.0,1.0,,,Cancelled,Power and heat,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Porthos onshore transport,Netherlands,Europe,Europe,Under construction,CO2 T&S,Transport,,Dedicated storage,,2026,2018,10000000.0,10.0,,,Under construction,CO2 T&S,IEA-CCUS-2026.xlsx,under_construction
Labarge Shute Creek Gas Processing Plant 1.2 Mtpa expansion (WY),United States,United States,North America,Under construction,Fuel transformation,Full chain,,,,2026,2021,1000000.0,1.0,,,Under construction,Fuel transformation,IEA-CCUS-2026.xlsx,under_construction
Labarge Shute Creek Gas Processing Plant 2010 expansion (WY),United States,United States,North America,Operational,Fuel transformation,Full chain,,EOR,,2010,2008,3500000.0,3.5,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Labarge Shute Creek Gas Processing Plant original (WY),United States,United States,North America,Operational,Fuel transformation,Full chain,,EOR,,1986,,3500000.0,3.5,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
LafargeHolcim Portland (CO),United States,United States,North America,Planned,Industry,Capture,,Dedicated storage,,2032,2020,1300000.0,1.3,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
LafargeHolcim Ste Genevieve (MO),United States,United States,North America,Planned,Industry,Capture,,Dedicated storage,,2029,2021,2750000.0,2.75,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Lake Charles Methanol II (LA),United States,United States,North America,Planned,Industry,Capture,,Use and storage,,2027,2009,4200000.0,4.2,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Project Blue - El Dorado (AR),United States,United States,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,2027,2022,400000.0,0.4,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
HeidelbergMaterials Edmonton Cement (ALB),Canada,Canada,North America,Planned,Industry,Capture,,Dedicated storage,,2028,2019,1000000.0,1.0,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
CalCC Lhoist Air Liquide Lime plant Réty,France,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2028,2022,700000.0,0.7,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Lincolnway Energy Nevada biorefinery (IA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,257000.0,0.257,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Svante capture Linde SMR plant (TX) ,United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2027,2021,1435000.0,1.435,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Lone Star Storage Hub Project (Jasper) (TX),United States,United States,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,2028,2022,15000000.0,15.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
LIPOR Maia Energy Recovery Plant PtL facility,Portugal,Portugal,Europe,Planned,Power and heat,CCU,,,,,2022,100000.0,0.1,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Little Sioux Corn Processors Marcus biorefinery (IA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,458000.0,0.458,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Liverpool Bay CCS project phase 1,United Kingdom,Europe,Europe,Under construction,CO2 T&S,T&S,,Dedicated storage,,2028,2020,4500000.0,4.5,,,Under construction,CO2 T&S,IEA-CCUS-2026.xlsx,under_construction
Liverpool Bay CCS expansion project (phase 2),United Kingdom,Europe,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,2035,2020,5500000.0,5.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Lost Cabin Gas Plant (WY),United States,United States,North America,Operational,Fuel transformation,Full chain,,EOR,,2013,2010,900000.0,0.9,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Louis Dreyfus Grand Junction biorefinery (IA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,343000.0,0.343,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Louis Dreyfus Norfolk biorefinery (IA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,152000.0,0.152,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Louisiana Green Fuels Project  (LA),United States,United States,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,2028,2021,1360000.0,1.36,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Lyse Forus Energigjenvinning Stavanger ,Norway,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2030,2021,100000.0,0.1,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Meadowbrook Carbon Storage Hub (MCSH) (ALB) initial start-up,Canada,Canada,North America,Operational,CO2 T&S,T&S,,Dedicated storage,,2025,2022,2000.0,0.002,,,Operational,CO2 T&S,IEA-CCUS-2026.xlsx,operational
Mendota BECCS power project (Clean Energy Systems Carbon Negative Energy Plant - Central Valley) (CA),United States,United States,North America,Cancelled,Power and heat,Full chain,,Dedicated storage,,2025,2021,300000.0,0.3,,,Cancelled,Power and heat,IEA-CCUS-2026.xlsx,cancelled_or_suspended
MEPAU Mid West CCUS hub,Australia,Australia,Australia and New Zealand,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Mid West Clean Energy Project,Australia,Australia,Australia and New Zealand,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,1000000.0,1.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Midwest AgEnergy Blue Flint ethanol (ND),United States,United States,North America,Operational,Fuel transformation,Full chain,,Dedicated storage,,2023,2020,200000.0,0.2,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
